"id","x_personality"
"dravin_llanith","{""orientation"": ""heterosexual"", ""sexFantasies"": [""waking up next to his wife with a passionate morning romp"", ""taking a romantic break from farm work for a lusty tryst in the fields"", ""Synda taking control and dominating him""], ""sexualBehavior"": [""cum tasting"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""protective"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""doggystyle""]}"
"elrindir","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex in a tavern"", ""group sex with customers"", ""sex in the wilderness""], ""sexualBehavior"": [""nipple play"", ""threesomes""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""adventurous"", ""flirtatious"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""cowgirl""]}"
"arnskar_ember-master","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Having sex with multiple partners in his blacksmithing studio"", ""Being dominated by a strong and confident partner"", ""Having public sex in the middle of a bustling market""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""dominant"", ""confident"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"annekke_crag-jumper","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the wilderness"", ""sex with a fellow adventurer"", ""sex in a hidden cave""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""wild""], ""preferredSexPositions"": [""cowgirl"", ""reverse cowgirl"", ""standing doggy""]}"
"elda_early-dawn","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love in a secluded Nord ruin"", ""being seduced by a strong Nord warrior""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""traditional"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""woman on top"", ""reverse cowgirl""]}"
"farkas","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having his partner dress up in leather armor"", ""having sex in the wilderness under the light of the full moon""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""aggressive"", ""playful"", ""loyal""], ""preferredSexPositions"": [""missionary"", ""woman on top"", ""standing doggy""]}"
"fisherman","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex on a boat"", ""sex in a secluded lake"", ""sex during a storm""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""adventurous"", ""spontaneous"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""cowgirl""]}"
"faendal","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex in nature"", ""slow, sensual, passionate encounter"", ""using silk, velvet and satin sheets and pillows for heightened tactile pleasure""], ""sexualBehavior"": [""breast play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""affectionate"", ""adventurous"", ""sentimental""], ""preferredSexPositions"": [""standing"", ""missionary"", ""side by side""]}"
"frorkmar_banner-torn","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rape fantasy"", ""warrior's conquest"", ""bdsm restraints""], ""sexualBehavior"": [""threesomes"", ""breast play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""assertive"", ""demanding""], ""preferredSexPositions"": [""missionary"", ""standing from behind"", ""crushed""]}"
"general_falx_carius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Submission to a powerful woman"", ""Being dominated by multiple women"", ""Sex in a high-ranking Imperial setting""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""assertive"", ""in control""], ""preferredSexPositions"": [""missionary"", ""standing from behind"", ""cowgirl""]}"
"ghunzul","{""orientation"": ""heterosexual"", ""sexFantasies"": [""conquering a enemy's wife"", ""taking a female prisoner of war""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""standing""]}"
"geirlund","{""orientation"": ""heterosexual"", ""sexFantasies"": [""defiling a Thalmor agent"", ""sex in a battlefield"", ""being dominant in a gang bang""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"ghorza_gra-bagol","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rough sex with a strong warrior"", ""dominating a submissive partner"", ""having sex in a public place""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""spanking""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""confident"", ""dominant"", ""playful""], ""preferredSexPositions"": [""doggy style"", ""standing missionary"", ""sitting on top""]}"
"frofnir_trollsbane","{""orientation"": ""heterosexual"", ""sexFantasies"": [""conquering a fierce warrior woman"", ""Claiming victory in the heat of battle"", ""Vanquishing a powerful foe""], ""sexualBehavior"": [""rough play"", ""aggressive foreplay"", ""cum play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""forceful""], ""preferredSexPositions"": [""mountain climber"", ""take charge"", ""lusty leap""]}"
"frida","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love in a secluded outdoor location"", ""revisiting memories of past passionate encounters""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""sentimental"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""spooning""]}"
"gilfre","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex"", ""tryst with a lumberjack""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""adventurous"", ""passionate"", ""demure""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""cowgirl""]}"
"erj","{""orientation"": ""bisexual"", ""sexFantasies"": [""having sex with multiple partners at once"", ""exploring the secrets of the Dwemer through erotic rituals"", ""being dominated by a powerful figure""], ""sexualBehavior"": [""cum play"", ""anal sex"", ""threesomes""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""dominant"", ""kinky"", ""adventurous""], ""preferredSexPositions"": [""doggy style"", ""standing up"", ""oral sex""]}"
"gabriella","{""orientation"": ""bisexual"", ""sexFantasies"": [""having a threesome with two colleagues"", ""role-playing a contract gone wrong"", ""engaging in a forbidden romance with a target""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""voyeurism"", ""exhibitionism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""dominant"", ""assertive"", ""teasing""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing sex""]}"
"anoriath","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Outdoor sex in a forest glade"", ""Role play as a noble hunter pursuing his prey"", ""Making love in a rustic cabin deep in the woods""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""playful"", ""adventurous""], ""preferredSexPositions"": [""cowgirl"", ""mishionary"", ""doggie style""]}"
"dirge","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesomes with two women"", ""sex in the Ragged Flagon's storage room"", ""rough sex with a thief""], ""sexualBehavior"": [""nipple play"", ""facials"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""possessive""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""reverse cowgirl""]}"
"jordis_the_sword-maiden","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic night in Proudspire Manor"", ""outdoor sex in the wilderness"", ""sex with a fellow warrior""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""submissive"", ""loyal"", ""devoted""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"engar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rough sex in the wilderness"", ""sex in a horse-drawn carriage"", ""threesome with two attractive Nord women""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""adventurous"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""cowgirl""]}"
"faldrus","{""orientation"": ""homosexual"", ""sexFantasies"": [""Same-sex group sex in a sacred temple"", ""Anal sex in a public place, during a festival""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""analingus""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate pilgrim"", ""kinky devotee""], ""preferredSexPositions"": [""doggy style"", ""cowgirl"", ""oral""]}"
"faralda","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex in the College's hidden passages"", ""magical bondage"", ""public sex with multiple partners""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""exhibitionism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""confident"", ""experimentative"", ""secretive""], ""preferredSexPositions"": [""standing"", ""bent over"", ""on top""]}"
"drennen","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a strong Nord woman"", ""having sex in a secluded mountain cabin""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""timid"", ""apprehensive"", ""submissive""], ""preferredSexPositions"": [""missionary"", ""spooning""]}"
"faleen","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex with Calcelmo"", ""voyeuristic threesome with Calcelmo and Igmund""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intimate"", ""guarded""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"evette_san","{""orientation"": ""heterosexual"", ""sexFantasies"": [""cuckolding"", ""sex on the docks"", ""having sex in a tavern""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""adventurous"", ""confident"", ""flirtatious"", ""daring""], ""preferredSexPositions"": [""cowgirl"", ""missionary"", ""reverse cowgirl""]}"
"frightened_woman","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being rescued during sex"", ""sex in a secluded cabin"", ""having a strong partner""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""submissive"", ""romantic"", ""guarded""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""cowgirl""]}"
"gerdur","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex in the woods"", ""sex in a secluded cabin""], ""sexualBehavior"": [""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""reverse cowgirl""]}"
"fura_bloodmouth","{""orientation"": ""bisexual"", ""sexFantasies"": [""group sex with fellow vampires"", ""kidnapping and seducing a mortal"", ""being dominated by Lord Harkon""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""kinky""], ""preferredSexPositions"": [""doggie style"", ""missionary"", ""standing""]}"
"gadnor","{""orientation"": ""homosexual"", ""sexFantasies"": [""sex in a sacred grove"", ""with a fellow druid under the light of a full moon"", ""in a secluded waterfall""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""spiritual"", ""adventurous"", ""contemplative""], ""preferredSexPositions"": [""standing"", ""sitting"", ""nature-inspired positions""]}"
"erandur","{""orientation"": ""bisexual"", ""sexFantasies"": [""erotic ritual with multiple partners"", ""taboo encounter with a fellow priest"", ""public sex in a sacred place""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""submissive"", ""intense"", ""spiritual""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"ennodius_papius","{""orientation"": ""homosexual"", ""sexFantasies"": [""being dominated by a rugged Nord warrior"", ""having a secret affair with a fellow outcast"", ""being watched by a mysterious stranger while pleasuring himself""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""porn consumption""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""secretive""], ""preferredSexPositions"": [""rough doggy style"", ""standing against the wall""]}"
"garan_marethi","{""orientation"": ""homosexual"", ""sexFantasies"": [""public sex"", ""threesomes"", ""being dominated""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""assertive"", ""seductive""], ""preferredSexPositions"": [""standing"", ""bent over"", ""on top""]}"
"ari","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes with fellow bandits"", ""sex in a dungeon"", ""being dominated by a powerful Nord warrior""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""cum play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""aggressive"", ""protective""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing sex""]}"
"estormo","{""orientation"": ""bisexual"", ""sexFantasies"": [""secretly dominating a fellow Thalmor agent"", ""seducing a powerful Daedric Prince"", ""orgy with multiple partners in a hidden Altmer temple""], ""sexualBehavior"": [""threesomes"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""ruthless"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing"", ""dominant""]}"
"eltrys","{""orientation"": ""heterosexual"", ""sexFantasies"": [""imagines making love to his wife in a secluded meadow"", ""fantasizes about being intimate with his wife during pregnancy""], ""sexualBehavior"": [""slow and sensual lovemaking"", ""gentle foreplay""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""loving"", ""intimate"", ""exclusive""], ""preferredSexPositions"": [""missionary"", ""standing""]}"
"frea","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex in the wilderness"", ""sex in a sacred Skaal site"", ""-roleplay as a huntress and her prey""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""wild"", ""intuitive"", ""adventurous""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""oral sex""]}"
"from-deepest-fathoms","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex"", ""exhibitionism""], ""sexualBehavior"": [""nipple play"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""emotive"", ""intense""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl""]}"
"fridrika","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex outdoors in a secluded field near the farm"", ""making love in a hayloft""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""physical"", ""submissive""], ""preferredSexPositions"": [""missionary"", ""cowgirl""]}"
"gavros_plinius","{""orientation"": ""homosexual"", ""sexFantasies"": [""being dominated by a powerful mage"", ""sex in a hidden Dwemer ruin"", ""intimate encounter with a fellow Synod member""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intense"", ""experimental""], ""preferredSexPositions"": [""missionary"", ""side by side"", ""oral""]}"
"gharol","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being taken by multiple partners in the forge"", ""having sex during a thunderstorm"", ""being watched by her daughters while having sex with her husbands""], ""sexualBehavior"": [""public sex"", ""exhibitionism"", ""nipple play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""possessive""], ""preferredSexPositions"": [""rough doggy"", ""against the anvil"", ""standing forge""]}"
"gian_the_fist","{""orientation"": ""bisexual"", ""sexFantasies"": [""rape fantasies"", ""public sex"", ""sex with multiple partners""], ""sexualBehavior"": [""rough handling"", ""biting"", ""choking""], ""relationshipStyle"": ""swinging"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough""], ""preferredSexPositions"": [""doggystyle"", ""standing"", ""rough sex""]}"
"fultheim","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a mysterious woman in a dark alley"", ""having a passionate encounter with a fellow warrior""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""intense"", ""guarded"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing""]}"
"galmar_stone-fist","{""orientation"": ""heterosexual"", ""sexFantasies"": [""deflowering a innocent Imperial woman"", ""rough sex with aatori female prisoner"", ""outdoor sex in the wilderness of Skyrim""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""forceful"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""reverse cowgirl""]}"
"gjalund_salt-sage","{""orientation"": ""heterosexual"", ""sexFantasies"": [""multple partners"", ""naked on a ship deck"", ""sex in a stormy weather""], ""sexualBehavior"": [""public sex"", ""outdoor sex"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""aggressive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing"", ""bent over""]}"
"grelod_the_kind","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being in control"", ""humiliating partner"", ""rough sex""], ""sexualBehavior"": [""facials"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""controlling""], ""preferredSexPositions"": [""missionary"", ""doggy style""]}"
"grisvar_the_unlucky","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a powerful woman"", ""having sex with a guard in the mine"", ""orgy with fellow prisoners""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [""desperate"", ""opportunistic"", ""rough""], ""preferredSexPositions"": [""doggie style"", ""missionary"", ""standing""]}"
"grogmar_gro-burzag","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rough sex with multiple partners"", ""dominating a elf female"", ""being watched by fellow Orcs""], ""sexualBehavior"": [""aggressive sex"", ""breast play"", ""body worship"", ""rough anal"", ""domination""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""assertive"", ""dominant"", ""rough"", ""demanding""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""standing""]}"
"aspiring_mage","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex with an elf maiden"", ""having a threesome with two wood elf priestesses of Dibella""], ""sexualBehavior"": [""nipple play"", ""naked cuddling"", ""oral sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""rough around the edges"", ""erotically frustrated"", ""daring in secret"", ""private exhibitions""], ""preferredSexPositions"": [""missionary"", ""doggy style""]}"
"kvenel_the_tongue","{""orientation"": ""heterosexual"", ""sexFantasies"": [""deflowering a worthy opponent"", ""ravaging a female warrior"", ""claiming a concubine""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""domineering"", ""fiercely passionate""], ""preferredSexPositions"": [""dominant missionary"", ""standing from behind"", ""tabletop""]}"
"attendant","{""orientation"": ""homosexual"", ""sexFantasies"": [""exhibitionism"", ""voyeurism"", ""being dominated by a fellow thrall""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""protective"", ""intense""], ""preferredSexPositions"": [""spread eagle"", ""bent over"", ""legs up""]}"
"erlendr","{""orientation"": ""heterosexual"", ""sexFantasies"": [""orgies"", ""public sex"", ""exhibitionism""], ""sexualBehavior"": [""rough play"", ""nipple play"", ""facials""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing""]}"
"elmus","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex in the mead hall"", ""sex with a Nord woman in a mead cellar""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""rough""], ""preferredSexPositions"": [""missionary"", ""standing""]}"
"garyn_ienth","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love outdoors in a secluded spot"", ""being intimate in a traditional Dunmeri setting"", ""exploring sensual massage together""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum licking""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""attentive"", ""devoted""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"gaston_bellefort","{""orientation"": ""heterosexual"", ""sexFantasies"": [""secretary and boss roleplay"", ""public sex in a library"", ""being tied up and teased""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""romantic"", ""adventurous"", ""assertive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"ghost_of_old_hroldan","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Role-playing as brothers-in-arms"", ""Making love in a sacred Nord temple""], ""sexualBehavior"": [""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""romantic"", ""sentimental""], ""preferredSexPositions"": [""missionary"", ""spooning""]}"
"gaius_maro","{""orientation"": ""heterosexual"", ""sexFantasies"": [""role-playing as a powerful Emperor"", ""having sex in a secure, undisclosed location"", ""being watched by others while having sex""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""confident"", ""possessive"", ""controlling""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""reverse cowgirl""]}"
"geldis_sadri","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded outdoor spot"", ""being watched by a trusted partner"", ""engaging in a threesome with two women""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""romantic"", ""tender"", ""experimental""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"gerda","{""orientation"": ""heterosexual"", ""sexFantasies"": [""secret affair with the jarl"", ""sex in the palace at night when no one is around""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""submissive"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"froki_whetted-blade","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the wilderness"", ""sex with a fellow hunter"", ""being watched by the Nordic gods""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"gadba_gro-largash","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a mine shaft"", ""being with a strong and dominant female warrior"", ""having a threesome with two female Orcs""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""dominant"", ""possessive"", ""loyal""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""standing""]}"
