"ostim_id","sexlab_id","description"
"NibblesAfWorkbench-3","NibblesWorkbench_S3","{actor0} stands behind {actor1}, who is bent over the table, her feet on the ground, facing away from him, as he engages in vaginal sex with her, his penis thrusting into her vulva. Meanwhile, he nibbles on her neck, the scene transitioning into a more intimate moment."
"NibblesAfWorkbench-4","NibblesWorkbench_S4","{actor0} is standing behind {actor1}, who is bent over the table with her feet on the ground, her back facing him. He's nibbling on her neck as he holds onto her hip with one hand, while simultaneously thrusting his cock into her pussy from behind."
"NibblesAfWorkbench-5","NibblesWorkbench_S5","{actor0} is standing with his feet on the ground, holding {actor1}'s leg, as he pounds into her pussy from a standing position, her legs spread wide apart, while she stands with her feet on the ground, her table-supported body slightly arched back. Meanwhile, they share a passionate, intimate moment, lost in the heat of the vaginalsex."
"NibblesAfWorkbench-6","NibblesWorkbench_S6","{actor0} stands with his feet on the ground, his legs spread apart as he thrusts into {actor1}'s vulva, his penis deep inside her as they both reach a thunderous orgasm. At the same time, {actor0} vigorously holds {actor1}'s leg, her feet still on the ground, as she stands with her legs spread wide, her face contorted in ecstasy."
"NibblesAnalfingering-1","Nibblesanalfingering_S1","{actor0} is sitting on the bottom, while {actor1} is lying on top of him, facing away, her body positioned front-first. She's currently motionless, with her butt in the air, as {actor0} brings his hand down to spank her, his fingers nibbling at her skin before making contact."
"NibblesAnalfingering-3","Nibblesanalfingering_S3","{actor0} sits on the bottom, with {actor1} lying on top of him, facing away. As she leans back, {actor0} gently nibbles on her skin, while simultaneously using his hand to sexually stimulate her anus with his fingers, all the while holding hands with her in a romantic gesture."
"NibblesAnalfingering-4","Nibblesanalfingering_S4","{actor0} sits on the bottom, while {actor1} lies on top of him, facing away, her butt exposed. {actor0} reaches around to nibble her shoulder, as he simultaneously slips his finger into her asshole, teasing her with a sensual anal fingering."
"NibblesAnalfingering-5","Nibblesanalfingering_S5","{actor0} is sitting on the bottom, while {actor1} is lying on top of him, facing away. As she rides him, {actor0} is anally fingering {actor1}, bringing her to a intense orgasm, her body shuddering in ecstasy as she reaches a screaming climax."
"NibblesAnalfingering-2","Nibblesanalfingering_S2","{actor0} sits on the bottom, with {actor1} lying on top of him, facing away, her butt in the air. As they cuddle, {actor0} sensually gropes {actor1}'s butt with one hand, while holding her hand with the other, a romantic gesture."
"NibblesBellyflop-4","Nibblesbellyflop_S4","{actor0} is kneeling, his cock buried deep inside {actor1}'s pussy as she lies on her front, facing away from him, both of them reaching a frenzied orgasm."
"NibblesBellyflop2-3","Nibblesbellyflop2_S3","{actor0} is on all fours, while {actor1} lies on her front, facing away from him. As they engage in a passionate vaginal sex act, {actor0} thrusts his cock into {actor1}'s wet pussy, the two of them moving in sync as they build towards a fevered crescendo."
"NibblesBellyflop2-4","Nibblesbellyflop2_S4","{actor0} is on all fours, thrusting his dick into {actor1} from behind as she lies on her front, facing away from him, their bodies entwined in a passionate, primal union."
"NibblesBellyflop2-5","Nibblesbellyflop2_S5","{actor0} is lying on top of {actor1}, with his body pressed against hers as they face away from each other, his penis sliding in and out of her vulva in a sensual rhythm. At the same time, he wraps his arms around her, holding her close in a tender, one-sided hug, as {actor1} lies prone beneath him, her body receptive to his gentle nibbles."
"NibblesBlowjob2-1","Nibblesblowjob2_S1","{actor0} stands with his feet shoulder-width apart, his erect cock thrust into the eager mouth of {actor1}, who kneels before him, her lips wrapped around his shaft as she performs a passionate blowjob, her tongue dancing across his sensitive skin."
"NibblesBlowjob2-2","Nibblesblowjob2_S2","{actor0} stands tall, his feet firmly on the ground, as {actor1} kneels before him, her mouth wrapped around his throbbing cock, performing a deepthroat blowjob, her lips and tongue working in tandem to bring him intense pleasure."
"NibblesBlowjob2-3","Nibblesblowjob2_S3","{actor0} is standing with his feet on the ground, holding {actor1}'s head in place as she kneels before him, her mouth wrapped around his cock in a deepthroat blowjob, his hips thrusting forward as he takes an active role in the oral sex act."
"NibblesBlowjob2-4","Nibblesblowjob2_S4","{actor0} stands with his feet on the ground, holding {actor1}'s head in his hands as she sits with her feet on the ground, her mouth wrapped around his cock, deepthroating him."
"NibblesBlowjob2-5","Nibblesblowjob2_S5","{actor0} is standing with his feet on the ground, climaxing, as {actor1} sits in front of him, her mouth wrapped around his throbbing cock, giving him a passionate blowjob. At the same time, {actor0} has his hand on the back of {actor1}'s head, gently holding it in place as she sucks him off, her vulva visible beneath her."
"NibblesCowgirl3-1","NibblesCowgirl3_S1","{actor1} is riding {actor0} in a cowgirl position, her vulva sliding up and down on his shaft as she takes control, simultaneously nibbling on his neck, while {actor0} lies back, enjoying the sensation, his penis deep inside her."
"NibblesCowgirl3-2","NibblesCowgirl3_S2","{actor1} is sitting on top of {actor0}, who is lying back on the bottom, as she straddles him in a cowgirl position, her vulva enveloping his erect penis, while she nibbles on his skin, actively riding him in a passionate vaginal sex act."
"NibblesCowgirl3-3","NibblesCowgirl3_S3","{actor1} is riding {actor0} in a cowgirl position, her vulva enveloping his erection as she nibbles on his chest, while {actor0} lies back, taking it in, with {actor1} on top, her body positioned over his in a squatting all-fours stance."
"NibblesCowgirl3-4","NibblesCowgirl3_S4","{actor0} lies back on the bottom, climaxing, as {actor1} mounts him in a cowgirl position, her body transitioning into a sensual rhythm. With her legs straddling his hips, she's on all fours, taking the reins and actively riding him, their bodies engaging in passionate vaginal sex, both of them reaching a thrilling orgasm."
"NibblesCowgirl4-1","NibblesCowgirl4_S1","{actor1} is sitting on top of {actor0}, who's lying back on the bottom, as she rides him in a cowgirl position, her vulva enveloping his erect penis, while she simultaneously nibbles on his skin, actively controlling the vaginal sex as she bounces up and down on him."
"NibblesCowgirl4-2","NibblesCowgirl4_S2","{actor0} lies back on the bottom, as {actor1} sits on top of him, her vulva wrapped around his penis in a sensuous cowgirl pose, nibbling his skin as they engage in a passionate vaginal sex act, with {actor0} holding {actor1}'s arm, and {actor1} taking the lead in their intimate dance."
"NibblesCowgirl4-3","NibblesCowgirl4_S3","{actor1} is sitting on top of {actor0}, who's lying back on the bottom, as she rides him in a cowgirl position. {actor0} wraps his arms around {actor1}'s body, holding her close as she actively grinds against him, their vulva and penis moving in sync in a passionate and intimate vaginal sex act."
"NibblesCowgirl4-4","NibblesCowgirl4_S4","{actor1} is sitting on top of {actor0}, who's lying back on the bottom, as she rides him in a cowgirl position, their bodies engaged in passionate vaginal sex, with {actor1} taking the lead as the active performer, her vulva wrapped around {actor0}'s erect penis, while she nibbles on his skin, heightening the erotic intensity of the moment."
"NibblesCowgirl4-5","NibblesCowgirl4_S5","{actor0} lies back on the bottom, his cock thrusting upwards as {actor1} sits on top of him in a cowgirl position, her vulva enveloping his shaft as she takes control of the rhythm, both of them climaxing in unison. As they reach the peak, {actor1} nibbles on {actor0}'s chest, her hands grasping his body, holding him close as they ride out the orgasm together."
"NibblesCowgirl5-1","NibblesCowgirl5_S1","{actor1} is sitting on top of {actor0}, who's lying back on the bottom, as she rides him in a lusty cowgirl position, her vulva engulfing his erect shaft, while she nibbles on his ear, actively grinding her hips to create a sensual rhythm."
"NibblesCowgirl5-2","NibblesCowgirl5_S2","{actor1} is sitting on top of {actor0}, who's lying back, in a classic cowgirl position. She's actively grinding her vulva on his erect penis as she nibbles on his ear, the two engaged in passionate vaginal sex."
"NibblesCowgirl5-3","NibblesCowgirl5_S3","{actor1} straddles {actor0}, sitting on top of him as he lies back, her vulva grinding against his erect cock as she takes control of the vaginal sex, actively riding him in a thrilling cowgirl position, meanwhile nibbling on his ear or neck, adding to the sensual delight."
"NibblesMissionary2-4","Nibblesmissionary2_S4","{actor0} is on top of {actor1}, in a missionary position, with {actor1} lying back as {actor0} mounts her, his penis penetrating her vulva in a sensual, sexual vaginalsex act. As they move in unison, they share a tender moment, holding hands, their fingers intertwined in a romantic gesture."
"NibblesMissionary3-1","Nibblesmissionary3_S1","{actor0} is kneeling between {actor1}'s legs, his penis grinding against her vulva in a sensual missionary position, as he Tenderly holds her thigh with one hand, his fingers wrapped gently around her skin."
"NibblesMissionary3-2","Nibblesmissionary3_S2","{actor0} is kneeling between {actor1}'s legs as she lies back, his cock thrusting into her pussy in a passionate missionary position, while he gently holds her leg, nibbling on her skin, heightening their intimate connection."
"NibblesMissionary3-3","Nibblesmissionary3_S3","{actor0} is on top of {actor1}, mounting her in a missionary position, his knees spread wide as he supports himself on all fours. As he thrusts into her, his penis sinking deep into her vulva, {actor1} lies back, her body receptive to his advances, the two of them engaging in passionate vaginal sex."
"NibblesMissionary3-4","Nibblesmissionary3_S4","{actor0} is on top of {actor1}, in a missionary position, with {actor1} lying back beneath him. As they engage in passionate vaginal sex, {actor0} nibbles on {actor1}'s skin, while they share a tender, sensual hug, with {actor0} wrapping his arms around {actor1} and {actor1} reciprocating the embrace."
"NibblesMissionary3-5","Nibblesmissionary3_S5","{actor0} is on top of {actor1}, in a missionary position, with his penis inside her vulva, as they engage in vaginal sex. Both {actor0} and {actor1} are climaxing, their bodies entwined in a sensual hug, with {actor0} wrapping his arms around {actor1} and {actor1} reciprocating the embrace, nibbling on each other's skin."
"NibblesMissionary4-1","Nibblesmissionary4_S1","{actor0} is on top of {actor1}, who's lying on her back, as they go at it in a missionary position, with {actor0} grinding his cock into {actor1}'s pussy. Meanwhile, {actor1} gently holds {actor0}'s head, as {actor0} nibbles on her skin."
"NibblesMissionary4-2","Nibblesmissionary4_S2","{actor0} is on all fours, while {actor1} is lying back beneath him, her legs wrapped around his waist as they engage in a passionate missionary-style vaginal sex act, with {actor0}'s throbbing cock penetrating {actor1}'s wet pussy, the sexual tension building between them as they move in sync, {actor0} gently nibbling on {actor1}'s neck and shoulder."
"NibblesMissionary4-3","Nibblesmissionary4_S3","{actor0} kneels between {actor1}'s legs as she lies back, his erection buried deep inside her vulva in a passionate missionary position, her body wrapped in his embrace as he holds her close, his mouth nibbling on her skin, his thrusts slow and sensual, their bodies entwined in a heated sexual connection."
"NibblesMissionary4-4","Nibblesmissionary4_S4","{actor0} is kneeling between {actor1}'s legs as she lies back, his dick thrusting into her pussy in a sensual missionary position, while he holds her leg in a gentle grasp, his mouth nibbling on her skin."
"NibblesMissionary4-5","Nibblesmissionary4_S5","{actor0} is kneeling, his body rigid as he's climaxing, his dick thrusting inside {actor1}'s pussy in a missionary position, while she's lying back, her body shuddering as she reaches orgasm. At the same time, {actor0} is holding {actor1}'s leg, his hand gripping her thigh as he nibbles on her skin, their bodies transitioning into a moment of intense pleasure."
"NibblesReversecowgirl2-1","Nibblesreversecowgirl2_S1","{actor0} lies back, his body beneath {actor1}'s, as she sits on top of him in a reverse cowgirl position, her feet planted firmly on the ground, facing away from him. Meanwhile, {actor0}'s hand wraps around {actor1}'s arm, holding it in place, as he penetrates her vulva with his penis, their bodies moving in sync in a passionate, sexual rhythm."
"NibblesReversecowgirl2-2","Nibblesreversecowgirl2_S2","{actor0} sits on the bottom, while {actor1} kneels on top of him, facing away in a reverse cowgirl position. As they engage in vaginal sex, {actor0} uses his hand to hold onto {actor1}'s body, his penis deeply penetrating her vulva."
"NibblesReversecowgirl2-3","Nibblesreversecowgirl2_S3","{actor1} is squatting on top of {actor0}, who's lying back on the bottom, with her feet firmly planted on the ground and her back to him as they engage in passionate vaginal sex, his cock thrusting into her pussy. Meanwhile, she nibbles on his chest, adding an extra layer of intimacy to their reverse cowgirl position."
"NibblesReversecowgirl2-4","Nibblesreversecowgirl2_S4","{actor1} is riding {actor0} in a reverse cowgirl position, her knees straddling his hips as she faces away from him, her vulva enveloping his penis in a sensual, sexual dance, while she nibbles on his chest, as {actor0} lies back, enjoying the intense pleasure."
"NibblesReversecowgirl2-5","Nibblesreversecowgirl2_S5","{actor1} is kneeling on top of {actor0}, facing away from him, in a reverse cowgirl position, as she nibbles on his chest. Meanwhile, {actor0} lies back on the bottom, his penis penetrating {actor1}'s vulva in a passionate vaginal sex act."
"NibblesReversecowgirl2-6","Nibblesreversecowgirl2_S6","{actor0} lies back on the bottom, his cock thrusting upwards as {actor1} straddles him in a reverse cowgirl position, her vulva grinding against his erection as she kneels facing away from him. Both {actor0} and {actor1} reach a frenzied orgasm, their bodies shuddering in unison as they climax, with {actor1} nibbling on her lip in ecstasy."
"NibblesScrew-1","NibblesScrew_S1","{actor0} is kneeling between {actor1}'s spread legs, holding her leg in place as he thrusts his cock into her pussy in a missionary position, nibbling on her skin as they engage in passionate vaginal sex."
"NibblesScrew-2","NibblesScrew_S2","{actor0} is kneeling between {actor1}'s spread legs, facing her backside as he thrusts his cock into her pussy in a sensual missionary-style vaginalsex. He's got a firm grip on her leg, holding it in place as he nibbles on her skin, {actor1} lying on her side, facing away from him."
"NibblesScrew-3","NibblesScrew_S3","{actor0} is kneeling between {actor1}'s spread legs as she lies on her side, his dick thrusting into her pussy in a sensual missionary position, while he gently holds her leg, his mouth nibbling on her skin."
"NibblesScrew-4","NibblesScrew_S4","{actor0} is kneeling between {actor1}'s legs as they lie back, his penis deeply penetrating her vulva in a passionate missionary position, while he gently grips her thigh with one hand."
"NibblesSoloFHub","\N","{actor0} is standing with her feet shoulder-width apart on the ground, looking anticipatory as she awaits her next encounter."
"NibblesSidewaysfuck-1","NibblesSidewaysFuck_S1","{actor0} lies on his side, his feet planted firmly on the ground, as he's buried deep inside {actor1}'s pussy, his cock thrusting in and out of her vulva in a smooth, sensual rhythm, while {actor1} lies on her side, her body wrapped around his, her legs entwined with his, the two of them moving in perfect harmony."
"NibblesSidewaysfuck-2","NibblesSidewaysFuck_S2","{actor0} and {actor1} are lying side by side, with {actor0}'s feet planted firmly on the ground. As they engage in passionate vaginal sex, {actor0}'s hands roam {actor1}'s body, sensually groping her breasts and butt, while {actor1} receives his thrusts, their bodies entwined in a intimate embrace."
"NibblesSidewaysfuck-3","NibblesSidewaysFuck_S3","{actor0} is lying on his side, feet on the ground, with {actor1} lying beside him, her legs spread wide as she faces away. He's thrusting his cock into her pussy, his hand grasping her leg as they engage in passionate vaginal sex."
"NibblesSidewaysfuck-4","NibblesSidewaysFuck_S4","{actor0} lies on his side, his feet planted firmly on the ground, as he engages in passionate vaginal sex with {actor1}, who lies on her side with her legs spread wide and her back turned to him. As they move in unison, {actor0} reaches out to gently hold {actor1}'s leg, his hand wrapping around her thigh as they savor the intimate connection."
"NibblesStandingfuck4-1","Nibblesstandingfuck4_S1","{actor0} stands facing {actor1}, who has her back to him, and wraps his arms around her hips, holding her in place as he grinds his erection between her thighs, his hips thrusting gently in a sensual rhythm."
"NibblesStandingfuck4-2","Nibblesstandingfuck4_S2","{actor0} stands behind {actor1}, who is bent over with her feet on the ground, as he nibbles on her skin while holding her body with one hand and sliding his cock into her pussy from behind."
"NibblesStandingfuck4-3","Nibblesstandingfuck4_S3","{actor0} stands behind {actor1}, who is bent over, as he nibbles on her neck. He thrusts his cock into her pussy, holding onto her body with one hand, while she wraps her arms around him, pulling him close in a sensual hug."
"NibblesStandingfuck4-4","Nibblesstandingfuck4_S4","{actor0} stands with his feet on the ground, his penis thrusting into {actor1}'s vulva as they engage in vaginal sex. Meanwhile, {actor0} holds {actor1}'s leg, and {actor1} wraps her arms around {actor0} in a sensual one-sided hug, her legs spread wide as she nibbles on him."
"NibblesStandingfuck4-5","Nibblesstandingfuck4_S5","{actor0} stands with his feet shoulder-width apart, his erection buried deep within {actor1}'s pussy as she stands facing away from him, her legs spread wide, climaxing in sync with him. He has one hand grasping her thigh, holding her leg in place, while {actor1} wraps her arms around him, pulling him close in a sensual one-sided hug, both of them reaching a frenzied peak together."
"NibblesThreesome2-1","Nibblesthreesome2_S1","{actor0} is kneeling beside {actor1}, who is lying back, while {actor2} is lying on top of {actor1}, her front facing his. {actor0} is sensually groping {actor2}'s butt with one hand and using his other hand to sexually finger her vulva, as {actor2} simultaneously gives {actor1} a handjob, stroking his cock."
"NibblesThreesome2-2","Nibblesthreesome2_S2","{actor0} is kneeling, thrusting his dick into {actor2} from behind as she's on all fours, her hips being held by his hands. At the same time, {actor2} is giving {actor1} a blowjob, her mouth wrapped around his cock, as he lies back with his feet on the ground."
"NibblesThreesome2-3","Nibblesthreesome2_S3","{actor0} is kneeling, thrusting his dick into {actor2} from behind as she's on all fours, her hips held firmly by his hands. Meanwhile, {actor2} is simultaneously blowing {actor1}, who's lying back with his feet on the ground, his head held gently by {actor1}'s hands as he's actively receiving the blowjob."
"NibblesThreesome2-4","Nibblesthreesome2_S4","{actor0} is kneeling, thrusting his cock into {actor2} from behind as she's on all fours, her hips being held by his hands. At the same time, {actor2} is giving {actor1}, who is also kneeling, a blowjob, her mouth wrapped around his erect penis as {actor1} holds her head, his fingers tangled in her hair."
"NibblesThreesome2-5","Nibblesthreesome2_S5","{actor0} is on his knees, thrusting into {actor2} from behind as she's on all fours, his hands grasping her hips, while {actor1} kneels beside them, his head being held by {actor2} as she expertly sucks his cock, both men climaxing in unison."
"NibblesThreesomestanding-1","Nibblesthreesomestanding_S1","{actor0} stands idly by as {actor1} stands behind {actor2}, who is bent over, and slips his fingers into her pussy, fingering her vagina."
"NibblesThreesomestanding-2","Nibblesthreesomestanding_S2","{actor0} stands behind {actor2}, his penis thrusting into her vulva as he holds her leg. Meanwhile, {actor1} stands beside them, his penis penetrating {actor2}'s butt from behind, his hand grasping her body. As they engage in a double penetration, {actor2} wraps her arms around {actor0}, pulling him into a sensual hug, her lips nibbling on his skin."
"NibblesThreesomestanding-4","Nibblesthreesomestanding_S4","{actor0} and {actor1} are simultaneously penetrating {actor2}, who is suspended in mid-air, with {actor0} thrusting his cock into her pussy and {actor1} driving his dick into her ass. {actor0} is standing with his feet on the ground, holding one of {actor2}'s legs, while {actor1} is also standing, holding onto {actor2}'s body as they both ravage her."
"NibblesThreesomestanding-5","Nibblesthreesomestanding_S5","{actor0} and {actor1} stand with their feet on the ground, both reaching a thrilling orgasm as they simultaneously pleasure {actor2}, who is suspended in mid-air. {actor0}'s erection is thrust into {actor2}'s vulva, while {actor1}'s penis penetrates her butt, a double penetration that sends her into a frenzied climax. Meanwhile, {actor0} holds {actor2}'s leg, stabilizing her as she's sandwiched between the two men, while {actor1} wraps his arms around her, pulling her close in a sensual one-sided hug."
"Nibbles69consensual-1","Nibbles69Consensual_S1","{actor0} is lying back while {actor1} is lying on top of him, front to front, as she wraps her hand around his shaft and gives him a sensual handjob, stroking his cock in a smooth, deliberate motion."
"Nibbles69consensual-4","Nibbles69Consensual_S4","{actor0} lies on his back, with {actor1} on top of him, her feet planted firmly on the ground. She faces away from him, her mouth wrapped around his throbbing cock as she gives him a blowjob, while he simultaneously buries his face in her vulva, his tongue darting in and out as he licks her clit in a passionate 69 position."
"NibblesBellyflop-1","Nibblesbellyflop_S1","{actor0} is kneeling beside {actor1}, who's lying on her front, facing away from him. He's masturbating himself while simultaneously groping her butt with his free hand, his fingers caressing her skin in a sensual manner."
"NibblesBellyflop2-2","Nibblesbellyflop2_S2","{actor0} is kneeling behind {actor1}, who's lying on her front, facing away from him. He's thrusting his cock into her pussy while holding onto her hip, as he nibbles on her skin, creating a romantic and intimate atmosphere."
"NibblesBellyflop2-6","Nibblesbellyflop2_S6","{actor0} is lying on top of {actor1}, his body pressed against hers as they face away from each other, their hips locked in a passionate rhythm as he thrusts into her vulva, his penis sliding in and out of her in a sensual motion, both of them climaxing in unison. Meanwhile, {actor0} wraps his arms around {actor1} in a tight, sensual hug, pulling her close as they transition into a moment of tender intimacy."
"NibblesCowgirl5-4","NibblesCowgirl5_S4","{actor1} is sitting on top of {actor0}, who's lying back on the bottom, as she rides him in a passionate cowgirl position, her vulva enveloping his erect penis in a sensual, sexual union, with her gentle nibbles on his skin adding to the erotic intensity."
"NibblesCowgirl5-5","NibblesCowgirl5_S5","{actor1} is riding {actor0} in a fierce cowgirl position, her vulva sliding up and down on his erect cock as they share a passionate, sensual kiss, their tongues intertwining as they both reach a screaming orgasm, their bodies shuddering in unison as they climax. Meanwhile, {actor0} lies back, his eyes closed in ecstasy, his hands gripping {actor1}'s hips as she nibbles on his lip, their love-making reaching a fever pitch."
"NibblesCowgirl6-5","NibblesCowgirl6_S5","{actor1} straddles {actor0}, who's lying on his back, as they vigorously ride each other in a steamy cowgirl position, both of them climaxing in unison. At the same time, {actor0} wraps his arms around {actor1} in a sensual hug, while they share a romantic and sensual kiss. Additionally, {actor0} reaches around to grope {actor1}'s butt, heightening their passionate connection as they reach orgasm."
"NibblesCowgirlfemdom-1","NibblesCowgirlFemdom_S1","{actor1} sits on top of {actor0}, who lies back on the bottom, as she dominates him in a fierce cowgirl position. With one hand, she holds his arm, and with the other, she grasps his head, while simultaneously nibbling on his ear, as she actively rides his shaft, her vulva enveloping his penis in a passionate, sexual union."
"NibblesDoggystyle4-2","Nibblesdoggystyle4_S2","{actor0} is kneeling behind {actor1}, who's on all fours facing away from him, as he pounds into her vulva in a doggystyle position, his hands grasping her hips. At the same time, his mouth nibbles on her skin, adding a tender touch to their intense, sexual vaginal intercourse."
"NibblesLapfuck-1","NibblesLapFuck_S1","{actor0} is sitting on the bottom, while {actor1} is kneeling on top of him, riding him in a cowgirl position. As they engage in passionate vaginal sex, {actor1} is actively taking control, and {actor0} is holding onto her hip, adding a romantic touch to their intense encounter."
"NibblesLapfuck-2","NibblesLapFuck_S2","Here's the description of the scene:

{actor1} is kneeling on top of {actor0}, riding him in a provocative cowgirl position, her vulva grinding against his erect penis as she takes control of the vigorous vaginal sex. Meanwhile, {actor0} is sitting comfortably on the bottom, his hands gripped around {actor1}'s hips, holding on tight, and {actor1} has her arms wrapped sensually around {actor0}'s torso, pulling him into a one-sided hug."
"NibblesLapfuck2-2","NibblesLapFuck2_S2","{actor0} sits on the bottom, with {actor1} straddling him in a cowgirl position, her feet planted firmly on the ground. As they engage in passionate vaginal sex, {actor1} takes the lead, moving rhythmically on top of {actor0}, who grasps her hips, his hands holding tight as they both savor the intimate connection."
"NibblesLapfuck2-4","NibblesLapFuck2_S4","{actor0} is sitting on the bottom, while {actor1} straddles him, her feet planted firmly on the ground. As she assumes the cowgirl position, she gently nibbles on his neck, sending shivers down his spine. Meanwhile, {actor0} grasps {actor1}'s hip with one hand, holding her close, while {actor1} actively rides him, her vulva enveloping his penis in a sensual vaginalsex motion. {actor0} wraps his arms around {actor1}, pulling her into a one-sided hug, drawing her closer to his chest."
"NibblesMissionary2-3","Nibblesmissionary2_S3","{actor0} mounts {actor1} in a classic missionary position,  but flips it around, with {actor1} actually on top and {actor0} on all fours, as {actor1} wraps her arms around him, pulling him into a sensual hug. At the same time, they engage in passionate, sexual vaginal intercourse, with {actor0}'s penis inside {actor1}'s vulva."
"NibblesMissionary2-5","Nibblesmissionary2_S5","{actor0} is on top of {actor1}, in a missionary position, with his erect cock thrusting into her moist vulva as they engage in passionate, sensual vaginalsex. Meanwhile, they're nibbling on each other's lips, locked in a romantic and sensual kiss, while {actor1}'s hand wraps around {actor0}'s, their fingers intertwined in a tender gesture, as {actor0} reaches climax, his body shuddering in ecstasy."
"NibblesScrew-5","NibblesScrew_S5","{actor0} kneels between {actor1}'s legs as she lies back, his erect cock sliding into her pussy in a slow, sensual missionary position. At the same time, he grasps her hip with one hand, holding her close, while she wraps her arms around him, pulling him into a tight, one-sided hug, nibbling on his shoulder."
"NibblesScrew-6","NibblesScrew_S6","{actor0} is lying on top of {actor1} in a missionary position, with his shaft thrusting into her wet snatch as they share a passionate, sensual kiss. They're both climaxing, their bodies entwined as they hold each other in a tight, sensual hug, with {actor1}'s arms wrapped around {actor0}'s torso and his arms around her, pulling her close."
"NibblesSidewaysfuck-5","NibblesSidewaysFuck_S5","{actor0}, his feet planted firmly on the ground, lies on his side, his body tense in the throes of orgasm, as he thrusts his cock into {actor1}, who is also lying on her side, her legs spread wide. At the same time, he wraps his arms around her, holding her close in a sensual one-sided hug. Meanwhile, {actor1} is also rubbing her own clitoris with her hand, adding to her own building ecstasy."
"NibblesThreesomestanding-3","Nibblesthreesomestanding_S3","{actor2} is suspended in mid-air, her legs spread wide as {actor0} stands before her, his feet planted firmly on the ground, his cock buried deep in her pussy. At the same time, {actor1} stands behind her, his hands grasping her body, his penis thrusting into her ass, while {actor0} holds onto her leg for leverage. As they both pound into her, {actor2} wraps her arms around {actor0}, pulling him into a tight hug, her nipples pressed against his chest. The air is thick with the sound of their labored breathing and the smell of sex, as the trio hurtles towards a frenzied climax."
"NibblesAfDrunkmasturbation-6","NibblesDrunkMasturbation_S6","{actor0} is lying on her side, her hands between her legs as she indulges in some solo pleasure. She's fingering her own pussy, rubbing her clitoris in a sensual motion, lost in her own orgasmic high, her body trembling with each wave of ecstasy as she reaches her peak."
"NibblesAfSpankingchair-1","NibblesSpankingChair_S1","{actor0} is sitting in the chair with his feet planted firmly on the ground, while {actor1} is lying on her front, her body stretched out before him, her skin vulnerable to his touch. The air is charged with anticipation, as if waiting for the moment when he'll reach out and spank her, or lean in to nibble on her skin."
"NibblesAfTablestandingfront-1","NibblesTableStandingFront_S1","{actor0} stands next to the table with his feet on the ground, his dick buried deep inside {actor1}'s pussy as she sits on the edge, her legs wrapped around his waist. At the same time, he wraps his arms around her, holding her close in a sensual one-sided hug, as they share a romantic and sensual kiss, his lips pressed against hers, their tongues intertwined, while he gently nibbles on her lip."
