"ostim_id","sexlab_id","description"
"MLCGoToReverseEmbraceCrescent2Rev","\N","{actor0} is standing, his feet firmly on the ground, as he takes {actor1} from behind, his erection sliding into her pussy. {actor1} is bent over, her feet shoulder-width apart, her hands grasping for support as {actor0} thrusts into her, their bodies united in a passionate, primal dance."
"MLCReverseEmbraceSexClimaxIdle","\N","{actor0} is standing upright, his feet firmly planted on the ground, while {actor1} is standing in front of him, bent over with her feet shoulder-width apart and her back to him, her ass tantalizingly exposed, both of them paused in anticipation, ready to dive into their next sexual escapade."
"MLCShelfKneelingBoobjob","\N","{actor0} is standing with his feet on the ground, while {actor1} is kneeling in front of him, performing a boobjob, her mouth wrapped around his erect cock, her breasts pressed against his thighs."
"MLCTableGoToFSitting","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground beside the table, their bodies close but not touching, poised in a moment of transition."
"MLCStraddlingKiss","\N","{actor0} stands with his feet on the ground, passionately kissing {actor1} who is suspended in mid-air, their lips locked in a romantic and sensual kiss."
"MLCStraddlingRide","\N","{actor0} is standing with his feet firmly on the ground, his erect cock thrusting into {actor1}, who is suspended in mid-air, her legs wrapped around his waist as she actively grinds against him, her vulva enveloping his penis in a passionate, intense vaginal sex act."
"MLCTableGoToFSittingGrind","\N","{actor0} is standing beside the table, his feet planted firmly on the ground, while {actor1} sits calmly, her body language relaxed as she gazes up at him."
"MLCStraddlingRide3","\N","{actor0} stands with his feet on the ground, his erect cock buried deep in {actor1}'s pussy as she is suspended in mid-air, her legs wrapped around his waist, actively grinding against him, taking charge of the vigorous vaginal sex."
"MLCTableFSittingMiss","\N","{actor0} is standing with his feet on the ground, his penis thrusting into {actor1}'s vulva as she sits on the table, her legs wrapped around him in a missionary position, the two engaged in a passionate and intimate vaginal sex act."
"MLCTableGoToFSittingMissRev","\N","{actor0}, a dude, is standing with his feet on the ground beside the table, while {actor1}, a chick, is sitting down, not engage in any explicit action at the moment."
"MLCTableFSittingCunnilingus","\N","{actor0} stands with his feet on the ground beside the table, where {actor1} sits with her legs spread, as he buries his face in her vulva, performing cunnilingus without using his tongue, while they both eagerly anticipate their next sex act."
